Id;Title;Distributor;Genre
330;Stuck;ThinkFilm;Thriller-or-Suspense
331;Boarding Gate;Magnet Pictures;Thriller-or-Suspense
332;Du rififi chez les hommes;;Thriller-or-Suspense
333;The Alphabet Killer;Anchor Bay Entert…;Thriller-or-Suspense
334;While She Was Out;Anchor Bay Entert…;Thriller-or-Suspense
335;Los CronocrÃ­menes;Magnolia Pictures;Thriller-or-Suspense
336;The Cry;Monterey Media;Thriller-or-Suspense
337;Anamorph;IFC Films;Thriller-or-Suspense
338;Insidious;Romantic Troubado…;Thriller-or-Suspense
339;La Question Humaine;New Yorker;Thriller-or-Suspense
340;Red;Magnolia Pictures;Thriller-or-Suspense
341;Sleuth;Sony Pictures Cla…;Thriller-or-Suspense
342;San taam;IFC Films;Thriller-or-Suspense
343;On the Other Hand, Death: A…;Regent Releasing;Thriller-or-Suspense
344;Murder.com;Regent Releasing;Thriller-or-Suspense
345;Ice Blues: A Donald Strache…;Regent Releasing;Thriller-or-Suspense
346;Fall of Hyperion;Regent Releasing;Thriller-or-Suspense
348;Taken;20th Century Fox;Thriller-or-Suspense
349;Angels & Demons;Sony Pictures;Thriller-or-Suspense
350;District 9;Sony Pictures;Thriller-or-Suspense
351;Knowing;Summit Entertainment;Thriller-or-Suspense
352;Law Abiding Citizen;Overture Films;Thriller-or-Suspense
353;Obsessed;Sony Pictures;Thriller-or-Suspense
354;State of Play;Universal;Thriller-or-Suspense
355;Push;Summit Entertainment;Thriller-or-Suspense
356;The Stepfather;Sony Pictures;Thriller-or-Suspense
357;The Fourth Kind;Universal;Thriller-or-Suspense
358;The International;Sony Pictures;Thriller-or-Suspense
359;Valkyrie;United Artists;Thriller-or-Suspense
360;Armored;Sony Pictures;Thriller-or-Suspense
361;A Perfect Getaway;Universal;Thriller-or-Suspense
362;The Box;Warner Bros.;Thriller-or-Suspense
363;Crank 2: High Voltage;Lionsgate;Thriller-or-Suspense
364;Whiteout;Warner Bros.;Thriller-or-Suspense
365;Moon;Sony Pictures Cla…;Thriller-or-Suspense
366;Sin Nombre;Focus Features;Thriller-or-Suspense
367;MÃ¤n som hatar kvinnor;Alliance Atlantis;Thriller-or-Suspense
368;Los abrazos rotos;Sony Pictures Cla…;Thriller-or-Suspense
369;Kaminey;UTV Communications;Thriller-or-Suspense
370;5150, Rue des Ormes;;Thriller-or-Suspense
371;Echelon Conspiracy;After Dark;Thriller-or-Suspense
372;Flickan som lekte med elden;;Thriller-or-Suspense
373;The Limits of Control;Focus Features;Thriller-or-Suspense
374;Wanted;Eros Entertainment;Thriller-or-Suspense
375;The Informers;Senator Entertain…;Thriller-or-Suspense
376;Revanche;Janus Films;Thriller-or-Suspense
377;Ghajini;AdLab Films;Thriller-or-Suspense
378;Flammen og Citronen;IFC Films;Thriller-or-Suspense
379;12;Sony Pictures Cla…;Thriller-or-Suspense
380;Carriers;Paramount Vantage;Thriller-or-Suspense
